frame_index,path_id,path_local_index,x_mm,y_mm,z_mm,look_x_mm,look_y_mm,look_z_mm,edge_id,edge_t,radius_mm,estimated_clearance_mm
141,entry_to_calyx_upper_01,18,-4.280362475548126,3.435792380424055,-55.88501006801833,-4.573080411469418,3.3725579999796373,-53.61575956461741,edge_ureter_02,0.5,2.4915424401453037,0.9915424401453037
142,entry_to_calyx_upper_01,19,-4.573080411469418,3.3725579999796373,-53.61575956461741,-4.86579834739071,3.3093236195352205,-51.346509061216494,edge_ureter_02,0.625,2.4876686784621125,0.9876686784621125
143,entry_to_calyx_upper_01,20,-4.86579834739071,3.3093236195352205,-51.346509061216494,-5.158516283312002,3.2460892390908027,-49.07725855781558,edge_ureter_02,0.75,2.4837949167789217,0.9837949167789217
144,entry_to_calyx_upper_01,21,-5.158516283312002,3.2460892390908027,-49.07725855781558,-5.505536541578858,3.060470773900571,-44.53875755101375,edge_ureter_02,0.875,2.479921155095731,0.979921155095731
145,entry_to_calyx_upper_01,22,-5.505536541578858,3.060470773900571,-44.53875755101375,-5.5598388639244245,2.9380866891547575,-42.26950704761283,edge_ureter_03,0.125,2.4902292778257644,0.9902292778257644
146,entry_to_calyx_upper_01,23,-5.5598388639244245,2.9380866891547575,-42.26950704761283,-5.61414118626999,2.8157026044089433,-40.000256544211915,edge_ureter_03,0.25,2.5044111622389895,1.0044111622389895
147,entry_to_calyx_upper_01,24,-5.61414118626999,2.8157026044089433,-40.000256544211915,-5.668443508615555,2.693318519663129,-37.731006040810996,edge_ureter_03,0.375,2.5185930466522137,1.0185930466522137
148,entry_to_calyx_upper_01,25,-5.668443508615555,2.693318519663129,-37.731006040810996,-5.72274583096112,2.570934434917315,-35.46175553741008,edge_ureter_03,0.5,2.532774931065439,1.0327749310654388
149,entry_to_calyx_upper_01,26,-5.72274583096112,2.570934434917315,-35.46175553741008,-5.777048153306685,2.4485503501715007,-33.192505034009166,edge_ureter_03,0.625,2.546956815478663,1.046956815478663
150,entry_to_calyx_upper_01,27,-5.777048153306685,2.4485503501715007,-33.192505034009166,-5.8313504756522505,2.326166265425687,-30.923254530608247,edge_ureter_03,0.75,2.561138699891888,1.0611386998918881
151,entry_to_calyx_upper_01,28,-5.8313504756522505,2.326166265425687,-30.923254530608247,-5.649946198248089,1.9283094080948886,-26.384753523806413,edge_ureter_03,0.875,2.575320584305113,1.0753205843051128
152,entry_to_calyx_upper_01,29,-5.649946198248089,1.9283094080948886,-26.384753523806413,-5.414239598498362,1.6528366355099045,-24.115503020405498,edge_ureter_04,0.125,2.6826998096923504,1.1826998096923504
153,entry_to_calyx_upper_01,30,-5.414239598498362,1.6528366355099045,-24.115503020405498,-5.178532998748635,1.3773638629249205,-21.84625251700458,edge_ureter_04,0.25,2.7758971506663634,1.2758971506663634
154,entry_to_calyx_upper_01,31,-5.178532998748635,1.3773638629249205,-21.84625251700458,-4.942826398998908,1.1018910903399364,-19.577002013603664,edge_ureter_04,0.375,2.869094491640376,1.369094491640376
155,entry_to_calyx_upper_01,32,-4.942826398998908,1.1018910903399364,-19.577002013603664,-4.707119799249181,0.8264183177549522,-17.30775151020275,edge_ureter_04,0.5,2.9622918326143894,1.4622918326143894
156,entry_to_calyx_upper_01,33,-4.707119799249181,0.8264183177549522,-17.30775151020275,-4.4714131994994535,0.5509455451699682,-15.038501006801832,edge_ureter_04,0.625,3.0554891735884024,1.5554891735884024
157,entry_to_calyx_upper_01,34,-4.4714131994994535,0.5509455451699682,-15.038501006801832,-4.235706599749727,0.2754727725849841,-12.769250503400915,edge_ureter_04,0.75,3.1486865145624154,1.6486865145624154
158,entry_to_calyx_upper_01,35,-4.235706599749727,0.2754727725849841,-12.769250503400915,-3.5,0.0,-9.1875,edge_ureter_04,0.875,3.241883855536428,1.741883855536428
159,entry_to_calyx_upper_01,36,-3.5,0.0,-9.1875,-3.0,0.0,-7.875,edge_upj_pelvis,0.125,3.4681960469466357,1.9681960469466357
160,entry_to_calyx_upper_01,37,-3.0,0.0,-7.875,-2.5,0.0,-6.5625,edge_upj_pelvis,0.25,3.601310897382831,2.101310897382831
161,entry_to_calyx_upper_01,38,-2.5,0.0,-6.5625,-2.0,0.0,-5.25,edge_upj_pelvis,0.375,3.734425747819026,2.234425747819026
162,entry_to_calyx_upper_01,39,-2.0,0.0,-5.25,-1.5,0.0,-3.9375,edge_upj_pelvis,0.5,3.8675405982552205,2.3675405982552205
163,entry_to_calyx_upper_01,40,-1.5,0.0,-3.9375,-1.0,0.0,-2.625,edge_upj_pelvis,0.625,4.000655448691416,2.5006554486914156
164,entry_to_calyx_upper_01,41,-1.0,0.0,-2.625,-0.5,0.0,-1.3125,edge_upj_pelvis,0.75,4.133770299127611,2.633770299127611
165,entry_to_calyx_upper_01,42,-0.5,0.0,-1.3125,0.725,-0.10065546860579491,1.1939931523211715,edge_upj_pelvis,0.875,4.266885149563806,2.766885149563806
166,entry_to_calyx_upper_01,43,0.725,-0.10065546860579491,1.1939931523211715,1.45,-0.20131093721158982,2.387986304642343,edge_pelvis_major_upper,0.125,3.9134361244177702,2.4134361244177702
167,entry_to_calyx_upper_01,44,1.45,-0.20131093721158982,2.387986304642343,2.175,-0.30196640581738476,3.5819794569635146,edge_pelvis_major_upper,0.25,3.845370335456547,2.345370335456547
168,entry_to_calyx_upper_01,45,2.175,-0.30196640581738476,3.5819794569635146,2.9,-0.40262187442317965,4.775972609284686,edge_pelvis_major_upper,0.375,3.7773045464953237,2.2773045464953237
169,entry_to_calyx_upper_01,46,2.9,-0.40262187442317965,4.775972609284686,3.625,-0.5032773430289745,5.969965761605858,edge_pelvis_major_upper,0.5,3.709238757534101,2.209238757534101
170,entry_to_calyx_upper_01,47,3.625,-0.5032773430289745,5.969965761605858,4.35,-0.6039328116347695,7.163958913927029,edge_pelvis_major_upper,0.625,3.6411729685728775,2.1411729685728775
171,entry_to_calyx_upper_01,48,4.35,-0.6039328116347695,7.163958913927029,5.075,-0.7045882802405644,8.3579520662482,edge_pelvis_major_upper,0.75,3.5731071796116547,2.0731071796116547
172,entry_to_calyx_upper_01,49,5.075,-0.7045882802405644,8.3579520662482,6.692746699034794,-0.5923381376820733,10.515656287358556,edge_pelvis_major_upper,0.875,3.5050413906504314,2.0050413906504314
173,entry_to_calyx_upper_01,50,6.692746699034794,-0.5923381376820733,10.515656287358556,7.585493398069588,-0.37943252651778747,11.47936735614774,edge_calyx_upper_01_proximal,0.125,2.3661009183170574,0.8661009183170574
174,entry_to_calyx_upper_01,51,7.585493398069588,-0.37943252651778747,11.47936735614774,8.478240097104381,-0.16652691535350145,12.443078424936925,edge_calyx_upper_01_proximal,0.25,2.4287681272344246,0.9287681272344246
175,entry_to_calyx_upper_01,52,8.478240097104381,-0.16652691535350145,12.443078424936925,9.370986796139174,0.046378695810784465,13.406789493726109,edge_calyx_upper_01_proximal,0.375,2.491435336151792,0.9914353361517918
176,entry_to_calyx_upper_01,53,9.370986796139174,0.046378695810784465,13.406789493726109,10.26373349517397,0.2592843069750703,14.370500562515293,edge_calyx_upper_01_proximal,0.5,2.554102545069158,1.0541025450691581
177,entry_to_calyx_upper_01,54,10.26373349517397,0.2592843069750703,14.370500562515293,11.156480194208761,0.47218991813935635,15.334211631304477,edge_calyx_upper_01_proximal,0.625,2.6167697539865253,1.1167697539865253
178,entry_to_calyx_upper_01,55,11.156480194208761,0.47218991813935635,15.334211631304477,12.049226893243556,0.6850955293036424,16.29792270009366,edge_calyx_upper_01_proximal,0.75,2.6794369629038925,1.1794369629038925
179,entry_to_calyx_upper_01,56,12.049226893243556,0.6850955293036424,16.29792270009366,13.392284059467116,0.9941657447613229,17.800910900988402,edge_calyx_upper_01_proximal,0.875,2.7421041718212593,1.2421041718212593
180,entry_to_calyx_upper_01,57,13.392284059467116,0.9941657447613229,17.800910900988402,13.84259452665588,1.0903303490547174,18.34018803309396,edge_calyx_upper_01_distal,0.125,2.664715791165558,1.1647157911655581
181,entry_to_calyx_upper_01,58,13.84259452665588,1.0903303490547174,18.34018803309396,14.292904993844646,1.186494953348112,18.879465165199516,edge_calyx_upper_01_distal,0.25,2.5246602015924897,1.0246602015924897
182,entry_to_calyx_upper_01,59,14.292904993844646,1.186494953348112,18.879465165199516,14.743215461033412,1.2826595576415065,19.418742297305073,edge_calyx_upper_01_distal,0.375,2.3846046120194213,0.8846046120194213
183,entry_to_calyx_upper_01,60,14.743215461033412,1.2826595576415065,19.418742297305073,15.193525928222176,1.3788241619349013,19.95801942941063,edge_calyx_upper_01_distal,0.5,2.244549022446353,0.7445490224463529
184,entry_to_calyx_upper_01,61,15.193525928222176,1.3788241619349013,19.95801942941063,15.643836395410942,1.4749887662282957,20.497296561516187,edge_calyx_upper_01_distal,0.625,2.104493432873285,0.6044934328732849
185,entry_to_calyx_upper_01,62,15.643836395410942,1.4749887662282957,20.497296561516187,16.094146862599708,1.5711533705216905,21.036573693621747,edge_calyx_upper_01_distal,0.75,1.9644378433002165,0.46443784330021654
186,entry_to_calyx_upper_01,63,16.094146862599708,1.5711533705216905,21.036573693621747,16.54445732978847,1.667317974815085,21.5758508257273,edge_calyx_upper_01_distal,0.875,1.8243822537271481,0.32438225372714813
187,entry_to_calyx_upper_01,64,16.54445732978847,1.667317974815085,21.5758508257273,16.994767796977236,1.7634825791084796,22.115127957832854,edge_calyx_upper_01_distal,1.0,1.68432666415408,0.18432666415407994
188,entry_to_calyx_middle_01,0,-3.9784874627864335,0.0,-101.27002013603666,-3.7939905815175696,0.09053934407379334,-99.00076963263574,edge_ureter_00,0.0,2.629709537291992,1.1297095372919919
189,entry_to_calyx_middle_01,1,-3.7939905815175696,0.09053934407379334,-99.00076963263574,-3.609493700248706,0.18107868814758668,-96.73151912923483,edge_ureter_00,0.125,2.625472259373071,1.1254722593730708
190,entry_to_calyx_middle_01,2,-3.609493700248706,0.18107868814758668,-96.73151912923483,-3.424996818979842,0.27161803222138003,-94.46226862583391,edge_ureter_00,0.25,2.621234981454149,1.121234981454149
191,entry_to_calyx_middle_01,3,-3.424996818979842,0.27161803222138003,-94.46226862583391,-3.240499937710978,0.36215737629517336,-92.19301812243299,edge_ureter_00,0.375,2.616997703535228,1.1169977035352279
192,entry_to_calyx_middle_01,4,-3.240499937710978,0.36215737629517336,-92.19301812243299,-3.0560030564421146,0.4526967203689667,-89.92376761903208,edge_ureter_00,0.5,2.6127604256163064,1.1127604256163064
193,entry_to_calyx_middle_01,5,-3.0560030564421146,0.4526967203689667,-89.92376761903208,-2.8715061751732502,0.5432360644427601,-87.65451711563117,edge_ureter_00,0.625,2.608523147697385,1.108523147697385
194,entry_to_calyx_middle_01,6,-2.8715061751732502,0.5432360644427601,-87.65451711563117,-2.687009293904387,0.6337754085165533,-85.38526661223025,edge_ureter_00,0.75,2.6042858697784634,1.1042858697784634
195,entry_to_calyx_middle_01,7,-2.687009293904387,0.6337754085165533,-85.38526661223025,-2.5783847025389526,1.0948666462917689,-80.84676560542842,edge_ureter_00,0.875,2.6000485918595415,1.1000485918595415
196,entry_to_calyx_middle_01,8,-2.5783847025389526,1.0948666462917689,-80.84676560542842,-2.654256992442382,1.4654185399931912,-78.57751510202749,edge_ureter_01,0.125,2.5847145855578013,1.0847145855578013
197,entry_to_calyx_middle_01,9,-2.654256992442382,1.4654185399931912,-78.57751510202749,-2.730129282345812,1.8359704336946132,-76.30826459862658,edge_ureter_01,0.25,2.573617857174982,1.0736178571749821
198,entry_to_calyx_middle_01,10,-2.730129282345812,1.8359704336946132,-76.30826459862658,-2.806001572249241,2.2065223273960357,-74.03901409522567,edge_ureter_01,0.375,2.562521128792163,1.062521128792163
199,entry_to_calyx_middle_01,11,-2.806001572249241,2.2065223273960357,-74.03901409522567,-2.8818738621526707,2.5770742210974578,-71.76976359182474,edge_ureter_01,0.5,2.551424400409344,1.0514244004093438
200,entry_to_calyx_middle_01,12,-2.8818738621526707,2.5770742210974578,-71.76976359182474,-2.957746152056101,2.94762611479888,-69.50051308842383,edge_ureter_01,0.625,2.5403276720265247,1.0403276720265247
201,entry_to_calyx_middle_01,13,-2.957746152056101,2.94762611479888,-69.50051308842383,-3.03361844195953,3.318178008500302,-67.2312625850229,edge_ureter_01,0.75,2.529230943643706,1.029230943643706
202,entry_to_calyx_middle_01,14,-3.03361844195953,3.318178008500302,-67.2312625850229,-3.4022086677842514,3.625495521757307,-62.692761578221074,edge_ureter_01,0.875,2.5181342152608863,1.0181342152608863
203,entry_to_calyx_middle_01,15,-3.4022086677842514,3.625495521757307,-62.692761578221074,-3.694926603705543,3.5622611413128893,-60.42351107482016,edge_ureter_02,0.125,2.5031637251948764,1.0031637251948764
204,entry_to_calyx_middle_01,16,-3.694926603705543,3.5622611413128893,-60.42351107482016,-3.9876445396268347,3.4990267608684724,-58.15426057141924,edge_ureter_02,0.25,2.4992899635116856,0.9992899635116856
205,entry_to_calyx_middle_01,17,-3.9876445396268347,3.4990267608684724,-58.15426057141924,-4.280362475548126,3.435792380424055,-55.88501006801833,edge_ureter_02,0.375,2.495416201828495,0.9954162018284949
206,entry_to_calyx_middle_01,18,-4.280362475548126,3.435792380424055,-55.88501006801833,-4.573080411469418,3.3725579999796373,-53.61575956461741,edge_ureter_02,0.5,2.4915424401453037,0.9915424401453037
207,entry_to_calyx_middle_01,19,-4.573080411469418,3.3725579999796373,-53.61575956461741,-4.86579834739071,3.3093236195352205,-51.346509061216494,edge_ureter_02,0.625,2.4876686784621125,0.9876686784621125
208,entry_to_calyx_middle_01,20,-4.86579834739071,3.3093236195352205,-51.346509061216494,-5.158516283312002,3.2460892390908027,-49.07725855781558,edge_ureter_02,0.75,2.4837949167789217,0.9837949167789217
209,entry_to_calyx_middle_01,21,-5.158516283312002,3.2460892390908027,-49.07725855781558,-5.505536541578858,3.060470773900571,-44.53875755101375,edge_ureter_02,0.875,2.479921155095731,0.979921155095731
210,entry_to_calyx_middle_01,22,-5.505536541578858,3.060470773900571,-44.53875755101375,-5.5598388639244245,2.9380866891547575,-42.26950704761283,edge_ureter_03,0.125,2.4902292778257644,0.9902292778257644
211,entry_to_calyx_middle_01,23,-5.5598388639244245,2.9380866891547575,-42.26950704761283,-5.61414118626999,2.8157026044089433,-40.000256544211915,edge_ureter_03,0.25,2.5044111622389895,1.0044111622389895
212,entry_to_calyx_middle_01,24,-5.61414118626999,2.8157026044089433,-40.000256544211915,-5.668443508615555,2.693318519663129,-37.731006040810996,edge_ureter_03,0.375,2.5185930466522137,1.0185930466522137
213,entry_to_calyx_middle_01,25,-5.668443508615555,2.693318519663129,-37.731006040810996,-5.72274583096112,2.570934434917315,-35.46175553741008,edge_ureter_03,0.5,2.532774931065439,1.0327749310654388
214,entry_to_calyx_middle_01,26,-5.72274583096112,2.570934434917315,-35.46175553741008,-5.777048153306685,2.4485503501715007,-33.192505034009166,edge_ureter_03,0.625,2.546956815478663,1.046956815478663
215,entry_to_calyx_middle_01,27,-5.777048153306685,2.4485503501715007,-33.192505034009166,-5.8313504756522505,2.326166265425687,-30.923254530608247,edge_ureter_03,0.75,2.561138699891888,1.0611386998918881
216,entry_to_calyx_middle_01,28,-5.8313504756522505,2.326166265425687,-30.923254530608247,-5.649946198248089,1.9283094080948886,-26.384753523806413,edge_ureter_03,0.875,2.575320584305113,1.0753205843051128
217,entry_to_calyx_middle_01,29,-5.649946198248089,1.9283094080948886,-26.384753523806413,-5.414239598498362,1.6528366355099045,-24.115503020405498,edge_ureter_04,0.125,2.6826998096923504,1.1826998096923504
218,entry_to_calyx_middle_01,30,-5.414239598498362,1.6528366355099045,-24.115503020405498,-5.178532998748635,1.3773638629249205,-21.84625251700458,edge_ureter_04,0.25,2.7758971506663634,1.2758971506663634
219,entry_to_calyx_middle_01,31,-5.178532998748635,1.3773638629249205,-21.84625251700458,-4.942826398998908,1.1018910903399364,-19.577002013603664,edge_ureter_04,0.375,2.869094491640376,1.369094491640376
220,entry_to_calyx_middle_01,32,-4.942826398998908,1.1018910903399364,-19.577002013603664,-4.707119799249181,0.8264183177549522,-17.30775151020275,edge_ureter_04,0.5,2.9622918326143894,1.4622918326143894
221,entry_to_calyx_middle_01,33,-4.707119799249181,0.8264183177549522,-17.30775151020275,-4.4714131994994535,0.5509455451699682,-15.038501006801832,edge_ureter_04,0.625,3.0554891735884024,1.5554891735884024
222,entry_to_calyx_middle_01,34,-4.4714131994994535,0.5509455451699682,-15.038501006801832,-4.235706599749727,0.2754727725849841,-12.769250503400915,edge_ureter_04,0.75,3.1486865145624154,1.6486865145624154
223,entry_to_calyx_middle_01,35,-4.235706599749727,0.2754727725849841,-12.769250503400915,-3.5,0.0,-9.1875,edge_ureter_04,0.875,3.241883855536428,1.741883855536428
224,entry_to_calyx_middle_01,36,-3.5,0.0,-9.1875,-3.0,0.0,-7.875,edge_upj_pelvis,0.125,3.4681960469466357,1.9681960469466357
225,entry_to_calyx_middle_01,37,-3.0,0.0,-7.875,-2.5,0.0,-6.5625,edge_upj_pelvis,0.25,3.601310897382831,2.101310897382831
226,entry_to_calyx_middle_01,38,-2.5,0.0,-6.5625,-2.0,0.0,-5.25,edge_upj_pelvis,0.375,3.734425747819026,2.234425747819026
227,entry_to_calyx_middle_01,39,-2.0,0.0,-5.25,-1.5,0.0,-3.9375,edge_upj_pelvis,0.5,3.8675405982552205,2.3675405982552205
228,entry_to_calyx_middle_01,40,-1.5,0.0,-3.9375,-1.0,0.0,-2.625,edge_upj_pelvis,0.625,4.000655448691416,2.5006554486914156
229,entry_to_calyx_middle_01,41,-1.0,0.0,-2.625,-0.5,0.0,-1.3125,edge_upj_pelvis,0.75,4.133770299127611,2.633770299127611
230,entry_to_calyx_middle_01,42,-0.5,0.0,-1.3125,0.85,-0.045015632063005406,0.12799110788366796,edge_upj_pelvis,0.875,4.266885149563806,2.766885149563806
231,entry_to_calyx_middle_01,43,0.85,-0.045015632063005406,0.12799110788366796,1.7,-0.09003126412601081,0.25598221576733593,edge_pelvis_major_middle,0.125,3.903145126409748,2.403145126409748
232,entry_to_calyx_middle_01,44,1.7,-0.09003126412601081,0.25598221576733593,2.55,-0.13504689618901622,0.3839733236510039,edge_pelvis_major_middle,0.25,3.8247883394405022,2.3247883394405022
233,entry_to_calyx_middle_01,45,2.55,-0.13504689618901622,0.3839733236510039,3.4,-0.18006252825202163,0.5119644315346719,edge_pelvis_major_middle,0.375,3.7464315524712575,2.2464315524712575
234,entry_to_calyx_middle_01,46,3.4,-0.18006252825202163,0.5119644315346719,4.25,-0.22507816031502703,0.6399555394183398,edge_pelvis_major_middle,0.5,3.668074765502012,2.168074765502012
235,entry_to_calyx_middle_01,47,4.25,-0.22507816031502703,0.6399555394183398,5.1,-0.27009379237803244,0.7679466473020078,edge_pelvis_major_middle,0.625,3.5897179785327666,2.0897179785327666
236,entry_to_calyx_middle_01,48,5.1,-0.27009379237803244,0.7679466473020078,5.95,-0.31510942444103784,0.8959377551856758,edge_pelvis_major_middle,0.75,3.5113611915635214,2.0113611915635214
237,entry_to_calyx_middle_01,49,5.95,-0.31510942444103784,0.8959377551856758,8.286023636926187,0.40112494349595673,1.0498675021367563,edge_pelvis_major_middle,0.875,3.433004404594276,1.9330044045942758
238,entry_to_calyx_middle_01,50,8.286023636926187,0.40112494349595673,1.0498675021367563,9.772047273852372,1.1623749434959567,1.0758061412041688,edge_calyx_middle_01_proximal,0.125,2.8875,1.3875000000000002
239,entry_to_calyx_middle_01,51,9.772047273852372,1.1623749434959567,1.0758061412041688,11.25807091077856,1.9236249434959567,1.1017447802715816,edge_calyx_middle_01_proximal,0.25,2.775,1.275
240,entry_to_calyx_middle_01,52,11.25807091077856,1.9236249434959567,1.1017447802715816,12.744094547704746,2.6848749434959567,1.1276834193389942,edge_calyx_middle_01_proximal,0.375,2.6625,1.1625
241,entry_to_calyx_middle_01,53,12.744094547704746,2.6848749434959567,1.1276834193389942,14.230118184630932,3.4461249434959567,1.1536220584064067,edge_calyx_middle_01_proximal,0.5,2.55,1.0499999999999998
242,entry_to_calyx_middle_01,54,14.230118184630932,3.4461249434959567,1.1536220584064067,15.716141821557118,4.207374943495957,1.1795606974738195,edge_calyx_middle_01_proximal,0.625,2.4375,0.9375
243,entry_to_calyx_middle_01,55,15.716141821557118,4.207374943495957,1.1795606974738195,17.202165458483307,4.968624943495956,1.205499336541232,edge_calyx_middle_01_proximal,0.75,2.325,0.8250000000000002
244,entry_to_calyx_middle_01,56,17.202165458483307,4.968624943495956,1.205499336541232,19.764275177321558,6.281124943495957,1.2502211280367712,edge_calyx_middle_01_proximal,0.875,2.2125000000000004,0.7125000000000004
245,entry_to_calyx_middle_01,57,19.764275177321558,6.281124943495957,1.2502211280367712,20.840361259233624,6.832374943495957,1.2690042804648973,edge_calyx_middle_01_distal,0.125,2.0625,0.5625
246,entry_to_calyx_middle_01,58,20.840361259233624,6.832374943495957,1.2690042804648973,21.91644734114569,7.383624943495957,1.2877874328930239,edge_calyx_middle_01_distal,0.25,2.0250000000000004,0.5250000000000004
247,entry_to_calyx_middle_01,59,21.91644734114569,7.383624943495957,1.2877874328930239,22.992533423057758,7.934874943495958,1.3065705853211502,edge_calyx_middle_01_distal,0.375,1.9875,0.48750000000000004
248,entry_to_calyx_middle_01,60,22.992533423057758,7.934874943495958,1.3065705853211502,24.068619504969824,8.486124943495957,1.3253537377492766,edge_calyx_middle_01_distal,0.5,1.9500000000000002,0.4500000000000002
249,entry_to_calyx_middle_01,61,24.068619504969824,8.486124943495957,1.3253537377492766,25.14470558688189,9.037374943495957,1.3441368901774031,edge_calyx_middle_01_distal,0.625,1.9125,0.4125000000000001
250,entry_to_calyx_middle_01,62,25.14470558688189,9.037374943495957,1.3441368901774031,26.220791668793954,9.588624943495958,1.3629200426055295,edge_calyx_middle_01_distal,0.75,1.875,0.375
251,entry_to_calyx_middle_01,63,26.220791668793954,9.588624943495958,1.3629200426055295,27.29687775070602,10.139874943495958,1.3817031950336558,edge_calyx_middle_01_distal,0.875,1.8375,0.3374999999999999
252,entry_to_calyx_middle_01,64,27.29687775070602,10.139874943495958,1.3817031950336558,28.372963832618087,10.691124943495957,1.4004863474617821,edge_calyx_middle_01_distal,1.0,1.8,0.30000000000000004
253,entry_to_calyx_middle_02,0,-3.9784874627864335,0.0,-101.27002013603666,-3.7939905815175696,0.09053934407379334,-99.00076963263574,edge_ureter_00,0.0,2.629709537291992,1.1297095372919919
254,entry_to_calyx_middle_02,1,-3.7939905815175696,0.09053934407379334,-99.00076963263574,-3.609493700248706,0.18107868814758668,-96.73151912923483,edge_ureter_00,0.125,2.625472259373071,1.1254722593730708
255,entry_to_calyx_middle_02,2,-3.609493700248706,0.18107868814758668,-96.73151912923483,-3.424996818979842,0.27161803222138003,-94.46226862583391,edge_ureter_00,0.25,2.621234981454149,1.121234981454149
256,entry_to_calyx_middle_02,3,-3.424996818979842,0.27161803222138003,-94.46226862583391,-3.240499937710978,0.36215737629517336,-92.19301812243299,edge_ureter_00,0.375,2.616997703535228,1.1169977035352279
257,entry_to_calyx_middle_02,4,-3.240499937710978,0.36215737629517336,-92.19301812243299,-3.0560030564421146,0.4526967203689667,-89.92376761903208,edge_ureter_00,0.5,2.6127604256163064,1.1127604256163064
258,entry_to_calyx_middle_02,5,-3.0560030564421146,0.4526967203689667,-89.92376761903208,-2.8715061751732502,0.5432360644427601,-87.65451711563117,edge_ureter_00,0.625,2.608523147697385,1.108523147697385
259,entry_to_calyx_middle_02,6,-2.8715061751732502,0.5432360644427601,-87.65451711563117,-2.687009293904387,0.6337754085165533,-85.38526661223025,edge_ureter_00,0.75,2.6042858697784634,1.1042858697784634
260,entry_to_calyx_middle_02,7,-2.687009293904387,0.6337754085165533,-85.38526661223025,-2.5783847025389526,1.0948666462917689,-80.84676560542842,edge_ureter_00,0.875,2.6000485918595415,1.1000485918595415
261,entry_to_calyx_middle_02,8,-2.5783847025389526,1.0948666462917689,-80.84676560542842,-2.654256992442382,1.4654185399931912,-78.57751510202749,edge_ureter_01,0.125,2.5847145855578013,1.0847145855578013
262,entry_to_calyx_middle_02,9,-2.654256992442382,1.4654185399931912,-78.57751510202749,-2.730129282345812,1.8359704336946132,-76.30826459862658,edge_ureter_01,0.25,2.573617857174982,1.0736178571749821
263,entry_to_calyx_middle_02,10,-2.730129282345812,1.8359704336946132,-76.30826459862658,-2.806001572249241,2.2065223273960357,-74.03901409522567,edge_ureter_01,0.375,2.562521128792163,1.062521128792163
264,entry_to_calyx_middle_02,11,-2.806001572249241,2.2065223273960357,-74.03901409522567,-2.8818738621526707,2.5770742210974578,-71.76976359182474,edge_ureter_01,0.5,2.551424400409344,1.0514244004093438
265,entry_to_calyx_middle_02,12,-2.8818738621526707,2.5770742210974578,-71.76976359182474,-2.957746152056101,2.94762611479888,-69.50051308842383,edge_ureter_01,0.625,2.5403276720265247,1.0403276720265247
266,entry_to_calyx_middle_02,13,-2.957746152056101,2.94762611479888,-69.50051308842383,-3.03361844195953,3.318178008500302,-67.2312625850229,edge_ureter_01,0.75,2.529230943643706,1.029230943643706
267,entry_to_calyx_middle_02,14,-3.03361844195953,3.318178008500302,-67.2312625850229,-3.4022086677842514,3.625495521757307,-62.692761578221074,edge_ureter_01,0.875,2.5181342152608863,1.0181342152608863
268,entry_to_calyx_middle_02,15,-3.4022086677842514,3.625495521757307,-62.692761578221074,-3.694926603705543,3.5622611413128893,-60.42351107482016,edge_ureter_02,0.125,2.5031637251948764,1.0031637251948764
269,entry_to_calyx_middle_02,16,-3.694926603705543,3.5622611413128893,-60.42351107482016,-3.9876445396268347,3.4990267608684724,-58.15426057141924,edge_ureter_02,0.25,2.4992899635116856,0.9992899635116856
270,entry_to_calyx_middle_02,17,-3.9876445396268347,3.4990267608684724,-58.15426057141924,-4.280362475548126,3.435792380424055,-55.88501006801833,edge_ureter_02,0.375,2.495416201828495,0.9954162018284949
271,entry_to_calyx_middle_02,18,-4.280362475548126,3.435792380424055,-55.88501006801833,-4.573080411469418,3.3725579999796373,-53.61575956461741,edge_ureter_02,0.5,2.4915424401453037,0.9915424401453037
272,entry_to_calyx_middle_02,19,-4.573080411469418,3.3725579999796373,-53.61575956461741,-4.86579834739071,3.3093236195352205,-51.346509061216494,edge_ureter_02,0.625,2.4876686784621125,0.9876686784621125
273,entry_to_calyx_middle_02,20,-4.86579834739071,3.3093236195352205,-51.346509061216494,-5.158516283312002,3.2460892390908027,-49.07725855781558,edge_ureter_02,0.75,2.4837949167789217,0.9837949167789217
274,entry_to_calyx_middle_02,21,-5.158516283312002,3.2460892390908027,-49.07725855781558,-5.505536541578858,3.060470773900571,-44.53875755101375,edge_ureter_02,0.875,2.479921155095731,0.979921155095731
275,entry_to_calyx_middle_02,22,-5.505536541578858,3.060470773900571,-44.53875755101375,-5.5598388639244245,2.9380866891547575,-42.26950704761283,edge_ureter_03,0.125,2.4902292778257644,0.9902292778257644
276,entry_to_calyx_middle_02,23,-5.5598388639244245,2.9380866891547575,-42.26950704761283,-5.61414118626999,2.8157026044089433,-40.000256544211915,edge_ureter_03,0.25,2.5044111622389895,1.0044111622389895
277,entry_to_calyx_middle_02,24,-5.61414118626999,2.8157026044089433,-40.000256544211915,-5.668443508615555,2.693318519663129,-37.731006040810996,edge_ureter_03,0.375,2.5185930466522137,1.0185930466522137
278,entry_to_calyx_middle_02,25,-5.668443508615555,2.693318519663129,-37.731006040810996,-5.72274583096112,2.570934434917315,-35.46175553741008,edge_ureter_03,0.5,2.532774931065439,1.0327749310654388
279,entry_to_calyx_middle_02,26,-5.72274583096112,2.570934434917315,-35.46175553741008,-5.777048153306685,2.4485503501715007,-33.192505034009166,edge_ureter_03,0.625,2.546956815478663,1.046956815478663
